id,name,type,status,layer,module,feature,description,file_path,related_files,parent_id,child_ids,depends_on,used_by,ui_related,api_related,database_related,tests_related,docs_related,agent_related,risk_level,completion_percent,last_verified_at,verification_status,notes
SOAR-FEATURE-BACKTESTS,Backtest run lifecycle,feature,verified_local,fullstack,backtests,backtests,"Backtest run creation queue replay timeline trades report and immutable strategy/market snapshot lifecycle.",docs/modules/api-backtests.md,docs/modules/web-backtest.md,,SOAR-PAGE-BACKTESTS-LIST;SOAR-PAGE-BACKTEST-CREATE;SOAR-PAGE-BACKTEST-DETAIL;SOAR-COMP-BACKTEST-CREATE-FORM;SOAR-COMP-BACKTEST-RUN-DETAILS;SOAR-API-BACKTEST-RUN-CREATE;SOAR-API-BACKTEST-RUN-TIMELINE;SOAR-API-BACKTEST-RUN-REPORT,SOAR-FEATURE-STRATEGIES;SOAR-FEATURE-MARKETS;SOAR-FEATURE-EXCHANGE-ADAPTER,SOAR-FEATURE-REPORTS,SOAR-COMP-BACKTESTS-LIST-VIEW;SOAR-COMP-BACKTEST-CREATE-FORM;SOAR-COMP-BACKTEST-RUN-DETAILS,SOAR-API-BACKTEST-RUN-LIST;SOAR-API-BACKTEST-RUN-GET;SOAR-API-BACKTEST-RUN-TRADES;SOAR-API-BACKTEST-RUN-REPORT;SOAR-API-BACKTEST-RUN-TIMELINE;SOAR-API-BACKTEST-RUN-CREATE;SOAR-API-BACKTEST-RUN-DELETE,SOAR-DB-BACKTEST-RUN;SOAR-DB-BACKTEST-TRADE;SOAR-DB-BACKTEST-REPORT;SOAR-DB-STRATEGY;SOAR-DB-MARKET-UNIVERSE,SOAR-TEST-BACKTESTS-API;SOAR-TEST-BACKTESTS-WEB;SOAR-TEST-BACKTEST-REPLAY,SOAR-DOC-API-BACKTESTS;SOAR-DOC-WEB-BACKTESTS,SOAR-AGENT-COORDINATOR,critical,90,2026-05-24,verified_local,"Typed feature view for Backtests backfill."
SOAR-FEATURE-REPORTS,Reports feature,feature,verified_local,fullstack,reports,reports,"Reports read model feature consuming backtest report live trade paper trade and completed backtest report data.",docs/modules/api-reports.md,docs/modules/web-reports.md,,SOAR-PAGE-REPORTS;SOAR-API-REPORTS-CROSS-MODE-PERFORMANCE;SOAR-SERVICE-REPORTS,SOAR-FEATURE-BACKTESTS;SOAR-FEATURE-BOT-RUNTIME,SOAR-FEATURE-BACKTESTS;SOAR-FEATURE-DASHBOARD-RUNTIME,SOAR-PAGE-REPORTS;SOAR-COMP-PERFORMANCE-REPORTS-VIEW,SOAR-API-REPORTS-CROSS-MODE-PERFORMANCE;SOAR-API-BACKTEST-RUN-LIST;SOAR-API-BACKTEST-RUN-REPORT,SOAR-DB-BACKTEST-REPORT;SOAR-DB-BACKTEST-TRADE;SOAR-DB-TRADE;SOAR-DB-BOT,SOAR-TEST-REPORTS-API;SOAR-TEST-REPORTS-WEB,SOAR-DOC-API-REPORTS;SOAR-DOC-WEB-REPORTS,SOAR-AGENT-COORDINATOR,critical,90,2026-05-24,verified_local,"Typed feature view for Reports backfill."
SOAR-FEATURE-LOGS-AUDIT,Logs Audit Trail feature,feature,verified_local,fullstack,logs,logs-audit,"Authenticated audit-log read and trace inspection feature for operator activity.",docs/modules/api-logs.md,docs/modules/web-logs.md,,SOAR-PAGE-LOGS;SOAR-API-LOGS-LIST;SOAR-SERVICE-LOGS,SOAR-FEATURE-PROFILE-API-KEYS;SOAR-FEATURE-BOT-SETUP,SOAR-FEATURE-PROFILE-API-KEYS;SOAR-FEATURE-BOT-SETUP,SOAR-PAGE-LOGS;SOAR-COMP-AUDIT-TRAIL-VIEW,SOAR-API-LOGS-LIST,SOAR-DB-LOG,SOAR-TEST-LOGS-API;SOAR-TEST-LOGS-WEB,SOAR-DOC-API-LOGS;SOAR-DOC-WEB-LOGS,SOAR-AGENT-COORDINATOR,high,90,2026-05-24,verified_local,"Typed feature view for Logs/Audit Trail backfill."
SOAR-FEATURE-SUBSCRIPTIONS-ADMIN,Subscriptions and Admin feature,feature,verified_local,fullstack,subscriptions,subscriptions-admin,"Subscription catalog entitlement checkout and admin user/plan management feature.",docs/modules/api-subscriptions.md,docs/modules/api-admin.md;docs/modules/web-admin.md,,SOAR-PAGE-ADMIN-SUBSCRIPTIONS;SOAR-PAGE-ADMIN-USERS;SOAR-COMP-PROFILE-SUBSCRIPTION;SOAR-API-ADMIN-USERS-LIST;SOAR-API-ADMIN-SUBSCRIPTION-PLANS-LIST;SOAR-SERVICE-SUBSCRIPTIONS;SOAR-SERVICE-SUBSCRIPTION-ENTITLEMENTS,SOAR-FEATURE-AUTH-SESSION;SOAR-DB-USER,SOAR-FEATURE-BOT-SETUP;SOAR-FEATURE-PROFILE-API-KEYS,SOAR-PAGE-ADMIN-SUBSCRIPTIONS;SOAR-PAGE-ADMIN-USERS;SOAR-COMP-PROFILE-SUBSCRIPTION,SOAR-API-ADMIN-USERS-LIST;SOAR-API-ADMIN-USERS-UPDATE;SOAR-API-ADMIN-SUBSCRIPTION-PLANS-LIST;SOAR-API-ADMIN-SUBSCRIPTION-PLAN-UPDATE;SOAR-API-PROFILE-SUBSCRIPTION-GET;SOAR-API-PROFILE-SUBSCRIPTION-CHECKOUT,SOAR-DB-SUBSCRIPTION-PLAN;SOAR-DB-USER-SUBSCRIPTION;SOAR-DB-PAYMENT-INTENT;SOAR-DB-USER,SOAR-TEST-SUBSCRIPTIONS-ADMIN-API;SOAR-TEST-SUBSCRIPTIONS-ENTITLEMENTS;SOAR-TEST-SUBSCRIPTIONS-ADMIN-WEB,SOAR-DOC-API-SUBSCRIPTIONS;SOAR-DOC-API-ADMIN;SOAR-DOC-WEB-ADMIN,SOAR-AGENT-COORDINATOR,critical,90,2026-05-24,verified_local,"Typed feature view for Subscriptions/Admin backfill."
SOAR-FEATURE-AI-ASSISTANT-FOUNDATION,AI Assistant foundation,feature,verified_local,fullstack,ai-assistant,ai-assistant-foundation,"Assistant foundation and dry-run configuration feature for bot-local main assistant and subagent slots.",docs/architecture/11_assistant-runtime.md,docs/architecture/reference/assistant-runtime-contract.md;docs/product/ai-integration.md,,SOAR-PAGE-BOT-ASSISTANT;SOAR-COMP-BOTS-ASSISTANT-TAB;SOAR-API-BOT-ASSISTANT-CONFIG-GET;SOAR-API-BOT-ASSISTANT-DRY-RUN;SOAR-SERVICE-BOT-ASSISTANT;SOAR-SERVICE-ASSISTANT-ORCHESTRATOR,SOAR-FEATURE-BOT-SETUP;SOAR-DB-BOT,SOAR-FEATURE-BOT-SETUP,SOAR-PAGE-BOT-ASSISTANT;SOAR-COMP-BOTS-ASSISTANT-TAB,SOAR-API-BOT-ASSISTANT-CONFIG-GET;SOAR-API-BOT-ASSISTANT-CONFIG-UPSERT;SOAR-API-BOT-SUBAGENT-UPSERT;SOAR-API-BOT-SUBAGENT-DELETE;SOAR-API-BOT-ASSISTANT-DRY-RUN,SOAR-DB-BOT-ASSISTANT-CONFIG;SOAR-DB-BOT-SUBAGENT-CONFIG;SOAR-DB-BOT,SOAR-TEST-AI-ASSISTANT-API;SOAR-TEST-AI-ASSISTANT-ORCHESTRATOR;SOAR-TEST-AI-ASSISTANT-WEB;SOAR-TEST-AI-PROTOCOL-HARNESS,SOAR-DOC-ASSISTANT-RUNTIME;SOAR-DOC-ASSISTANT-RUNTIME-CONTRACT;SOAR-DOC-AI-TESTING-PROTOCOL;SOAR-DOC-AI-INTEGRATION,SOAR-AGENT-AI-RED-TEAM,critical,90,2026-05-24,verified_local,"Typed feature view for AI Assistant foundation backfill."
SOAR-FEATURE-OPS-CONFIG-PIPELINE,Operations config and pipeline feature,feature,verified_local,operations,ops,ops-config-pipeline,"Repository workspace package manifests compose topology and CI pipeline configuration surface.",docs/engineering/local-development.md,docs/operations/coolify-linux-vps-setup-guide.md;docs/operations/post-deploy-smoke-checklist.md,,SOAR-CONFIG-ROOT-PACKAGE;SOAR-CONFIG-PNPM-WORKSPACE;SOAR-CONFIG-API-PACKAGE;SOAR-CONFIG-WEB-PACKAGE;SOAR-CONFIG-MOBILE-PACKAGE;SOAR-CONFIG-SHARED-PACKAGE;SOAR-CONFIG-LOCAL-COMPOSE;SOAR-CONFIG-VPS-COMPOSE;SOAR-PIPELINE-GITHUB-CI,SOAR-DOC-LOCAL-DEVELOPMENT;SOAR-DOC-COOLIFY-VPS,SOAR-AGENT-COORDINATOR,,,SOAR-TEST-GUARDRAILS,SOAR-DOC-LOCAL-DEVELOPMENT;SOAR-DOC-COOLIFY-VPS,SOAR-AGENT-COORDINATOR,critical,80,2026-05-24,verified_local,"Typed feature view for operations config and pipeline graph backfill."
SOAR-FEATURE-API-SUPPORT-ROUTES,API support routes feature,feature,verified_local,backend,api,api-support-routes,"Dashboard/admin aggregate routers and support modules for profile basics security icon lookup market stream and avatar upload.",docs/modules/api-root.md,docs/modules/api-profile.md;docs/modules/api-icons.md;docs/modules/api-market-stream.md;docs/modules/api-upload.md;docs/modules/api-admin.md,,SOAR-ROUTER-API-ROOT;SOAR-ROUTER-DASHBOARD;SOAR-ROUTER-ADMIN;SOAR-API-ICON-LOOKUP;SOAR-API-MARKET-STREAM-EVENTS;SOAR-API-PROFILE-BASIC-GET;SOAR-API-PROFILE-BASIC-UPDATE;SOAR-API-PROFILE-BASIC-DELETE;SOAR-API-PROFILE-SECURITY-PASSWORD;SOAR-API-PROFILE-SECURITY-ACCOUNT;SOAR-API-UPLOAD-AVATAR,SOAR-FEATURE-AUTH-SESSION;SOAR-DB-USER,SOAR-FEATURE-PROFILE-API-KEYS;SOAR-FEATURE-MARKETS;SOAR-FEATURE-SUBSCRIPTIONS-ADMIN,,SOAR-API-ICON-LOOKUP;SOAR-API-MARKET-STREAM-EVENTS;SOAR-API-PROFILE-BASIC-GET;SOAR-API-PROFILE-SECURITY-PASSWORD;SOAR-API-UPLOAD-AVATAR,SOAR-DB-USER,SOAR-TEST-API-SUPPORT-ROUTES,SOAR-DOC-API-ROOT;SOAR-DOC-API-PROFILE;SOAR-DOC-API-ICONS;SOAR-DOC-API-MARKET-STREAM;SOAR-DOC-API-UPLOAD;SOAR-DOC-API-ADMIN,SOAR-AGENT-COORDINATOR,critical,90,2026-05-24,verified_local,"Typed feature view for API support route drift backfill."
SOAR-FEATURE-RUNTIME-SUPPORT-SERVICES,Runtime support services feature,feature,verified_local,backend,api-bots,runtime-support-services,"Bot runtime and engine support services for ownership read projections consent portfolio history DCA visibility market truth paper runtime pre-trade risk and rule evaluation.",docs/modules/api-bots.md,docs/architecture/04_runtime-contexts.md;docs/architecture/06_execution-lifecycle.md,,SOAR-SERVICE-BOT-OWNERSHIP;SOAR-SERVICE-BOT-READ-PROJECTION;SOAR-SERVICE-BOTS-RUNTIME-READ;SOAR-SERVICE-PAPER-RUNTIME;SOAR-SERVICE-PRETRADE-RISK,SOAR-FEATURE-BOT-RUNTIME;SOAR-FEATURE-BOT-SETUP;SOAR-FEATURE-EXCHANGE-ADAPTER,SOAR-FEATURE-MANUAL-ORDER;SOAR-FEATURE-REPORTS,,SOAR-API-BOT-RUNTIME-AGGREGATE;SOAR-API-BOT-RUNTIME-POSITIONS,SOAR-DB-BOT;SOAR-DB-POSITION;SOAR-DB-ORDER;SOAR-DB-TRADE,SOAR-TEST-RUNTIME-SUPPORT-SERVICES,SOAR-DOC-API-BOTS;SOAR-DOC-EXECUTION-LIFECYCLE,SOAR-AGENT-COORDINATOR,critical,85,2026-05-24,verified_local,"Typed feature view for runtime support service drift backfill."
SOAR-FEATURE-API-PLATFORM-SAFETY,API platform safety feature,feature,verified_local,backend,api-platform,api-platform-safety,"API config middleware and shared library safety layer for readiness proxy trust runtime execution auth rate limiting trusted origins ops network logging errors and symbols.",docs/modules/api-root.md,docs/engineering/local-development.md;docs/engineering/testing.md,,SOAR-CONFIG-CRITICAL-SECRETS-READINESS;SOAR-CONFIG-PROXY-TRUST;SOAR-CONFIG-RUNTIME-EXECUTION;SOAR-MIDDLEWARE-REQUIRE-AUTH;SOAR-MIDDLEWARE-RATE-LIMIT;SOAR-MIDDLEWARE-TRUSTED-ORIGIN;SOAR-LIB-ERRORS;SOAR-LIB-LOGGER;SOAR-LIB-SYMBOLS,SOAR-CONFIG-API-PACKAGE,SOAR-FEATURE-AUTH-SESSION;SOAR-FEATURE-API-SUPPORT-ROUTES;SOAR-FEATURE-BOT-RUNTIME,,SOAR-ROUTER-API-ROOT,,SOAR-TEST-API-PLATFORM-SAFETY,SOAR-DOC-API-ROOT;SOAR-DOC-LOCAL-DEVELOPMENT;SOAR-DOC-TESTING,SOAR-AGENT-COORDINATOR,critical,90,2026-05-24,verified_local,"Typed feature view for API platform safety drift backfill."
SOAR-FEATURE-WEB-RUNTIME-SURFACES,Web runtime surfaces,feature,verified_local,frontend,web-runtime,web-runtime-surfaces,"Dashboard runtime and bot monitoring UI sections helpers labels formatters future signals onboarding sidebar and portfolio history surfaces.",docs/modules/web-dashboard-home.md,docs/modules/web-bots.md,,SOAR-COMP-RUNTIME-SIDEBAR-SECTION;SOAR-COMP-RUNTIME-ONBOARDING-SECTION;SOAR-COMP-RUNTIME-SIGNALS-SECTION;SOAR-COMP-BOTS-MONITORING-TAB;SOAR-COMP-MONITORING-FUTURE-SIGNALS;SOAR-COMP-BOTS-PORTFOLIO-HISTORY-SECTION,SOAR-FEATURE-DASHBOARD-RUNTIME;SOAR-FEATURE-BOT-RUNTIME;SOAR-FEATURE-RUNTIME-SUPPORT-SERVICES,SOAR-FEATURE-MANUAL-ORDER;SOAR-FEATURE-POSITIONS,SOAR-COMP-HOME-LIVE-WIDGETS;SOAR-COMP-BOTS-MANAGEMENT,SOAR-API-BOT-RUNTIME-AGGREGATE;SOAR-API-BOT-RUNTIME-POSITIONS,SOAR-DB-BOT;SOAR-DB-POSITION;SOAR-DB-ORDER;SOAR-DB-TRADE,SOAR-TEST-WEB-RUNTIME-SURFACES,SOAR-DOC-WEB-DASHBOARD-HOME;SOAR-DOC-WEB-BOTS,SOAR-AGENT-COORDINATOR,critical,85,2026-05-24,verified_local,"Typed feature view for Web runtime surface drift backfill."
