id,name,type,status,layer,module,feature,description,file_path,related_files,parent_id,child_ids,depends_on,used_by,ui_related,api_related,database_related,tests_related,docs_related,agent_related,risk_level,completion_percent,last_verified_at,verification_status,notes
SOAR-API-BOT-RUNTIME-AGGREGATE,GET /dashboard/bots/:id/runtime-monitoring/aggregate,api_route,verified_local,backend,api-bots,bot-runtime,"Authenticated aggregate runtime monitoring route for session positions orders trades and symbol stats.",apps/api/src/modules/bots/bots.routes.ts,apps/api/src/modules/bots/bots.controller.ts,SOAR-FEATURE-BOT-RUNTIME,,SOAR-CONTROLLER-BOTS;SOAR-SERVICE-RUNTIME-AGGREGATE,SOAR-COMP-BOTS-MANAGEMENT;SOAR-COMP-HOME-LIVE-WIDGETS,SOAR-COMP-BOTS-MANAGEMENT;SOAR-COMP-HOME-LIVE-WIDGETS,SOAR-CONTROLLER-BOTS,SOAR-DB-RUNTIME-SESSION;SOAR-DB-POSITION;SOAR-DB-ORDER;SOAR-DB-TRADE,SOAR-TEST-BOT-RUNTIME-API;SOAR-TEST-BOT-RUNTIME-WEB,SOAR-DOC-API-BOTS;SOAR-DOC-WEB-BOTS,,critical,90,2026-05-24,verified_local,"Typed API route view."
SOAR-API-BOT-RUNTIME-SESSIONS,GET /dashboard/bots/:id/runtime-sessions,api_route,verified_local,backend,api-bots,bot-runtime,"Authenticated runtime sessions list route.",apps/api/src/modules/bots/bots.routes.ts,apps/api/src/modules/bots/bots.controller.ts,SOAR-FEATURE-BOT-RUNTIME,,SOAR-CONTROLLER-BOTS;SOAR-SERVICE-RUNTIME-SESSIONS,SOAR-COMP-BOTS-MANAGEMENT,SOAR-COMP-BOTS-MANAGEMENT,SOAR-CONTROLLER-BOTS,SOAR-DB-RUNTIME-SESSION,SOAR-TEST-BOT-RUNTIME-API,SOAR-DOC-API-BOTS,,high,90,2026-05-24,verified_local,"Typed API route view."
SOAR-API-BOT-RUNTIME-SESSION-GET,GET /dashboard/bots/:id/runtime-sessions/:sessionId,api_route,verified_local,backend,api-bots,bot-runtime,"Authenticated runtime session detail route.",apps/api/src/modules/bots/bots.routes.ts,apps/api/src/modules/bots/bots.controller.ts,SOAR-FEATURE-BOT-RUNTIME,,SOAR-CONTROLLER-BOTS;SOAR-SERVICE-RUNTIME-SESSIONS,SOAR-COMP-BOTS-MANAGEMENT,SOAR-COMP-BOTS-MANAGEMENT,SOAR-CONTROLLER-BOTS,SOAR-DB-RUNTIME-SESSION,SOAR-TEST-BOT-RUNTIME-API,SOAR-DOC-API-BOTS,,high,90,2026-05-24,verified_local,"Typed API route view."
SOAR-API-BOT-RUNTIME-SYMBOL-STATS,GET /dashboard/bots/:id/runtime-sessions/:sessionId/symbol-stats,api_route,verified_local,backend,api-bots,bot-runtime,"Authenticated runtime symbol stats route.",apps/api/src/modules/bots/bots.routes.ts,apps/api/src/modules/bots/bots.controller.ts,SOAR-FEATURE-BOT-RUNTIME,,SOAR-CONTROLLER-BOTS;SOAR-SERVICE-RUNTIME-SYMBOL-STATS,SOAR-COMP-BOTS-MANAGEMENT,SOAR-COMP-BOTS-MANAGEMENT,SOAR-CONTROLLER-BOTS,SOAR-DB-RUNTIME-SESSION,SOAR-TEST-BOT-RUNTIME-API,SOAR-DOC-API-BOTS,,high,90,2026-05-24,verified_local,"Typed API route view."
SOAR-API-BOT-RUNTIME-TRADES,GET /dashboard/bots/:id/runtime-sessions/:sessionId/trades,api_route,verified_local,backend,api-bots,bot-runtime,"Authenticated runtime trades route.",apps/api/src/modules/bots/bots.routes.ts,apps/api/src/modules/bots/bots.controller.ts,SOAR-FEATURE-BOT-RUNTIME,,SOAR-CONTROLLER-BOTS;SOAR-SERVICE-RUNTIME-TRADES,SOAR-COMP-BOTS-MANAGEMENT,SOAR-COMP-BOTS-MANAGEMENT,SOAR-CONTROLLER-BOTS,SOAR-DB-TRADE,SOAR-TEST-BOT-RUNTIME-API,SOAR-DOC-API-BOTS,,high,90,2026-05-24,verified_local,"Typed API route view."
SOAR-API-BOT-RUNTIME-CLOSE-POSITION,POST /dashboard/bots/:id/runtime-sessions/:sessionId/positions/:positionId/close,api_route,verified_local,backend,api-bots,bot-runtime,"Authenticated runtime close-position command route with fail-closed ownership and risk guards.",apps/api/src/modules/bots/bots.routes.ts,apps/api/src/modules/bots/bots.controller.ts,SOAR-FEATURE-BOT-RUNTIME,,SOAR-CONTROLLER-BOTS;SOAR-SERVICE-RUNTIME-POSITION-COMMAND,SOAR-COMP-BOTS-MANAGEMENT;SOAR-COMP-RUNTIME-DATA-PRESENTERS,SOAR-COMP-BOTS-MANAGEMENT;SOAR-COMP-RUNTIME-DATA-PRESENTERS,SOAR-CONTROLLER-BOTS,SOAR-DB-POSITION;SOAR-DB-ORDER,SOAR-TEST-BOT-RUNTIME-API;SOAR-TEST-BOT-RUNTIME-WEB,SOAR-DOC-API-BOTS;SOAR-DOC-WEB-BOTS,,critical,90,2026-05-24,verified_local,"Typed API route view."
SOAR-API-WALLET-LIST,GET /dashboard/wallets,api_route,verified_local,backend,api-wallets,wallets,"Authenticated wallet list endpoint with optional mode marketType and exchange filters.",apps/api/src/modules/wallets/wallets.routes.ts,apps/api/src/modules/wallets/wallets.controller.ts;apps/api/src/modules/wallets/wallets.service.ts,SOAR-FEATURE-WALLETS,,SOAR-CONTROLLER-WALLETS;SOAR-TYPES-WALLETS,SOAR-SERVICE-WEB-WALLETS,,SOAR-API-WALLET-GET,SOAR-DB-WALLET,SOAR-TEST-WALLETS-API,SOAR-DOC-API-WALLETS,,high,95,2026-05-24,verified_local,"Typed API route view."
SOAR-API-WALLET-METADATA,GET /dashboard/wallets/metadata,api_route,verified_local,backend,api-wallets,wallets,"Authenticated wallet metadata endpoint for exchange marketType and base currency options.",apps/api/src/modules/wallets/wallets.routes.ts,apps/api/src/modules/wallets/wallets.controller.ts;apps/api/src/modules/wallets/wallets.service.ts,SOAR-FEATURE-WALLETS,,SOAR-CONTROLLER-WALLETS;SOAR-SERVICE-EXCHANGE-MARKET-CATALOG,SOAR-SERVICE-WEB-WALLETS,,SOAR-API-WALLET-CREATE;SOAR-API-WALLET-UPDATE,SOAR-DB-WALLET,SOAR-TEST-WALLETS-API,SOAR-DOC-API-WALLETS,,high,95,2026-05-24,verified_local,"Typed API route view."
SOAR-API-WALLET-PREVIEW-BALANCE,POST /dashboard/wallets/preview-balance,api_route,verified_local,backend,api-wallets,wallets,"Authenticated LIVE wallet balance preview endpoint through owned API key and exchange read boundary.",apps/api/src/modules/wallets/wallets.routes.ts,apps/api/src/modules/wallets/wallets.controller.ts;apps/api/src/modules/wallets/wallets.service.ts,SOAR-FEATURE-WALLETS,,SOAR-CONTROLLER-WALLETS;SOAR-SERVICE-EXCHANGE-AUTH-READ,SOAR-SERVICE-WEB-WALLETS,,SOAR-API-WALLET-CREATE;SOAR-API-WALLET-UPDATE,SOAR-DB-WALLET,SOAR-TEST-WALLETS-API;SOAR-TEST-EXCHANGE-AUTH-READ,SOAR-DOC-API-WALLETS,,critical,95,2026-05-24,verified_local,"Typed API route view."
SOAR-API-WALLET-GET,GET /dashboard/wallets/:id,api_route,verified_local,backend,api-wallets,wallets,"Authenticated wallet detail endpoint.",apps/api/src/modules/wallets/wallets.routes.ts,apps/api/src/modules/wallets/wallets.controller.ts;apps/api/src/modules/wallets/wallets.service.ts,SOAR-FEATURE-WALLETS,,SOAR-CONTROLLER-WALLETS;SOAR-TYPES-WALLETS,SOAR-SERVICE-WEB-WALLETS,,SOAR-API-WALLET-UPDATE,SOAR-DB-WALLET,SOAR-TEST-WALLETS-API,SOAR-DOC-API-WALLETS,,high,95,2026-05-24,verified_local,"Typed API route view."
SOAR-API-WALLET-CREATE,POST /dashboard/wallets,api_route,verified_local,backend,api-wallets,wallets,"Authenticated wallet create endpoint with mode-aware validation and capability guards.",apps/api/src/modules/wallets/wallets.routes.ts,apps/api/src/modules/wallets/wallets.controller.ts;apps/api/src/modules/wallets/wallets.service.ts,SOAR-FEATURE-WALLETS,,SOAR-CONTROLLER-WALLETS;SOAR-TYPES-WALLETS;SOAR-SERVICE-EXCHANGE-CAPABILITIES,SOAR-SERVICE-WEB-WALLETS;SOAR-FEATURE-BOT-RUNTIME,,SOAR-API-WALLET-LIST,SOAR-DB-WALLET,SOAR-TEST-WALLETS-API,SOAR-DOC-API-WALLETS,,critical,95,2026-05-24,verified_local,"Typed API route view."
SOAR-API-WALLET-UPDATE,PUT /dashboard/wallets/:id,api_route,verified_local,backend,api-wallets,wallets,"Authenticated wallet update endpoint with mode-aware validation and active-bot edit guard.",apps/api/src/modules/wallets/wallets.routes.ts,apps/api/src/modules/wallets/wallets.controller.ts;apps/api/src/modules/wallets/wallets.service.ts,SOAR-FEATURE-WALLETS,,SOAR-CONTROLLER-WALLETS;SOAR-TYPES-WALLETS;SOAR-SERVICE-EXCHANGE-CAPABILITIES,SOAR-SERVICE-WEB-WALLETS,,SOAR-API-WALLET-GET,SOAR-DB-WALLET;SOAR-DB-BOT,SOAR-TEST-WALLETS-API,SOAR-DOC-API-WALLETS,,critical,95,2026-05-24,verified_local,"Typed API route view."
SOAR-API-WALLET-DELETE,DELETE /dashboard/wallets/:id,api_route,verified_local,backend,api-wallets,wallets,"Authenticated wallet delete endpoint with linked-bot protection.",apps/api/src/modules/wallets/wallets.routes.ts,apps/api/src/modules/wallets/wallets.controller.ts;apps/api/src/modules/wallets/wallets.service.ts,SOAR-FEATURE-WALLETS,,SOAR-CONTROLLER-WALLETS;SOAR-SERVICE-WALLETS,SOAR-SERVICE-WEB-WALLETS,,SOAR-API-WALLET-LIST,SOAR-DB-WALLET;SOAR-DB-BOT,SOAR-TEST-WALLETS-API,SOAR-DOC-API-WALLETS,,critical,95,2026-05-24,verified_local,"Typed API route view."
SOAR-API-WALLET-RESET-PAPER,POST /dashboard/wallets/:id/reset-paper,api_route,verified_local,backend,api-wallets,wallets,"Dedicated paper wallet reset endpoint with mode ownership open-position and open-order guards.",apps/api/src/modules/wallets/wallets.routes.ts,apps/api/src/modules/wallets/wallets.controller.ts;apps/api/src/modules/wallets/wallets.service.ts,SOAR-FEATURE-WALLETS,,SOAR-CONTROLLER-WALLETS;SOAR-SERVICE-WALLETS,SOAR-SERVICE-WEB-WALLETS,,SOAR-API-WALLET-GET,SOAR-DB-WALLET;SOAR-DB-POSITION;SOAR-DB-ORDER,SOAR-TEST-WALLETS-API;SOAR-TEST-WALLETS-WEB,SOAR-DOC-API-WALLETS;SOAR-DOC-WEB-WALLETS,,critical,95,2026-05-24,verified_local,"Typed API route view."
SOAR-API-WALLET-PERFORMANCE-SUMMARY,GET /dashboard/wallets/:id/performance-summary,api_route,verified_local,backend,api-wallets,wallets,"Wallet analytics endpoint for summary including scoped open-PnL read model.",apps/api/src/modules/wallets/wallets.routes.ts,apps/api/src/modules/wallets/wallets.controller.ts;apps/api/src/modules/wallets/wallets.service.ts,SOAR-FEATURE-WALLETS,,SOAR-CONTROLLER-WALLETS;SOAR-SERVICE-WALLETS;SOAR-SERVICE-WALLET-LEDGER,SOAR-SERVICE-WEB-WALLETS,,SOAR-API-WALLET-EQUITY-TIMELINE,SOAR-DB-WALLET;SOAR-DB-POSITION,SOAR-TEST-WALLET-LEDGER;SOAR-TEST-WALLETS-API,SOAR-DOC-API-WALLETS,,critical,95,2026-05-24,verified_local,"Typed API route view."
SOAR-API-WALLET-EQUITY-TIMELINE,GET /dashboard/wallets/:id/equity-timeline,api_route,verified_local,backend,api-wallets,wallets,"Wallet analytics endpoint for equity timeline snapshots.",apps/api/src/modules/wallets/wallets.routes.ts,apps/api/src/modules/wallets/wallets.controller.ts;apps/api/src/modules/wallets/wallets.service.ts,SOAR-FEATURE-WALLETS,,SOAR-CONTROLLER-WALLETS;SOAR-SERVICE-WALLETS;SOAR-SERVICE-WALLET-LEDGER,SOAR-SERVICE-WEB-WALLETS,,SOAR-API-WALLET-PERFORMANCE-SUMMARY,SOAR-DB-WALLET,SOAR-TEST-WALLET-LEDGER;SOAR-TEST-WALLETS-API,SOAR-DOC-API-WALLETS,,critical,95,2026-05-24,verified_local,"Typed API route view."
SOAR-API-WALLET-CASHFLOW-EVENTS,GET /dashboard/wallets/:id/cashflow-events,api_route,verified_local,backend,api-wallets,wallets,"Wallet analytics endpoint for cashflow events filtered by canonical source and date range.",apps/api/src/modules/wallets/wallets.routes.ts,apps/api/src/modules/wallets/wallets.controller.ts;apps/api/src/modules/wallets/wallets.service.ts,SOAR-FEATURE-WALLETS,,SOAR-CONTROLLER-WALLETS;SOAR-SERVICE-WALLETS;SOAR-SERVICE-WALLET-LEDGER;SOAR-SERVICE-WALLET-CASHFLOW-CLASSIFIER,SOAR-SERVICE-WEB-WALLETS,,SOAR-API-WALLET-PERFORMANCE-SUMMARY,SOAR-DB-WALLET,SOAR-TEST-WALLET-LEDGER;SOAR-TEST-WALLETS-API,SOAR-DOC-API-WALLETS,,critical,95,2026-05-24,verified_local,"Typed API route view."
SOAR-API-PROFILE-APIKEY-LIST,GET /dashboard/profile/apiKeys,api_route,verified_local,backend,api-profile,profile-api-keys,"Authenticated API-key list endpoint returning masked public key records.",apps/api/src/modules/profile/apiKey/apiKey.routes.ts,apps/api/src/modules/profile/apiKey/apiKey.controller.ts;apps/api/src/modules/profile/apiKey/apiKey.service.ts,SOAR-FEATURE-PROFILE-API-KEYS,,SOAR-CONTROLLER-PROFILE-API-KEYS;SOAR-SERVICE-PROFILE-API-KEYS,SOAR-SERVICE-WEB-API-KEYS,,SOAR-API-PROFILE-APIKEY-CREATE,SOAR-DB-API-KEY,SOAR-TEST-PROFILE-API-KEYS-API,SOAR-DOC-API-PROFILE,,critical,95,2026-05-24,verified_local,"Typed API route view."
SOAR-API-PROFILE-APIKEY-CREATE,POST /dashboard/profile/apiKeys,api_route,verified_local,backend,api-profile,profile-api-keys,"Authenticated API-key create endpoint with encrypted credential storage.",apps/api/src/modules/profile/apiKey/apiKey.routes.ts,apps/api/src/modules/profile/apiKey/apiKey.controller.ts;apps/api/src/modules/profile/apiKey/apiKey.service.ts,SOAR-FEATURE-PROFILE-API-KEYS,,SOAR-CONTROLLER-PROFILE-API-KEYS;SOAR-TYPES-PROFILE-API-KEYS;SOAR-SERVICE-PROFILE-API-KEYS,SOAR-SERVICE-WEB-API-KEYS;SOAR-FEATURE-WALLETS,,SOAR-API-PROFILE-APIKEY-LIST,SOAR-DB-API-KEY;SOAR-DB-USER;SOAR-DB-LOG,SOAR-TEST-PROFILE-API-KEYS-API,SOAR-DOC-API-PROFILE,,critical,95,2026-05-24,verified_local,"Typed API route view."
SOAR-API-PROFILE-APIKEY-UPDATE,PATCH /dashboard/profile/apiKeys/:id,api_route,verified_local,backend,api-profile,profile-api-keys,"Authenticated API-key metadata and sync-options update endpoint.",apps/api/src/modules/profile/apiKey/apiKey.routes.ts,apps/api/src/modules/profile/apiKey/apiKey.controller.ts;apps/api/src/modules/profile/apiKey/apiKey.service.ts,SOAR-FEATURE-PROFILE-API-KEYS,,SOAR-CONTROLLER-PROFILE-API-KEYS;SOAR-TYPES-PROFILE-API-KEYS;SOAR-SERVICE-PROFILE-API-KEYS,SOAR-SERVICE-WEB-API-KEYS,,SOAR-API-PROFILE-APIKEY-LIST,SOAR-DB-API-KEY;SOAR-DB-LOG,SOAR-TEST-PROFILE-API-KEYS-API,SOAR-DOC-API-PROFILE,,critical,95,2026-05-24,verified_local,"Typed API route view."
SOAR-API-PROFILE-APIKEY-DELETE,DELETE /dashboard/profile/apiKeys/:id,api_route,verified_local,backend,api-profile,profile-api-keys,"Authenticated API-key delete endpoint.",apps/api/src/modules/profile/apiKey/apiKey.routes.ts,apps/api/src/modules/profile/apiKey/apiKey.controller.ts;apps/api/src/modules/profile/apiKey/apiKey.service.ts,SOAR-FEATURE-PROFILE-API-KEYS,,SOAR-CONTROLLER-PROFILE-API-KEYS;SOAR-SERVICE-PROFILE-API-KEYS,SOAR-SERVICE-WEB-API-KEYS,,SOAR-API-PROFILE-APIKEY-LIST,SOAR-DB-API-KEY;SOAR-DB-LOG,SOAR-TEST-PROFILE-API-KEYS-API,SOAR-DOC-API-PROFILE,,critical,95,2026-05-24,verified_local,"Typed API route view."
