id,name,type,status,layer,module,feature,description,file_path,related_files,parent_id,child_ids,depends_on,used_by,ui_related,api_related,database_related,tests_related,docs_related,agent_related,risk_level,completion_percent,last_verified_at,verification_status,notes
SOAR-SERVICE-ORDER-QUANTITY-RULES,Order quantity rules,service,verified,backend,api-orders,manual-order,"Quantity notional precision and min-executable rule helpers including derivative contract-size math.",apps/api/src/modules/orders/orders.quantityRules.ts,,SOAR-FEATURE-MANUAL-ORDER,,SOAR-FEATURE-EXCHANGE-ADAPTER,SOAR-SERVICE-MANUAL-CONTEXT;SOAR-SERVICE-PRETRADE,,SOAR-SERVICE-MANUAL-CONTEXT;SOAR-SERVICE-PRETRADE,,SOAR-TEST-ORDER-QUANTITY-RULES;SOAR-TEST-MANUAL-ORDER,SOAR-DOC-API-ORDERS,,critical,100,2026-05-23,verified,"Typed service view."
SOAR-SERVICE-PRETRADE,PreTrade service,service,verified,backend,api-engine,manual-order,"Pre-trade validation and exchange rule guard used before live execution.",apps/api/src/modules/engine/preTrade.service.ts,apps/api/src/modules/engine/preTrade.types.ts,SOAR-FEATURE-MANUAL-ORDER,,SOAR-SERVICE-ORDER-QUANTITY-RULES;SOAR-FEATURE-EXCHANGE-ADAPTER,SOAR-SERVICE-ORDERS,,SOAR-SERVICE-ORDERS,SOAR-DB-WALLET,SOAR-TEST-ORDER-SERVICE;SOAR-TEST-ORDER-POSITIONS-E2E,SOAR-DOC-EXECUTION-LIFECYCLE,,critical,95,2026-05-23,verified_local,"Typed service view."
SOAR-SERVICE-ORDER-LIFECYCLE,Orders lifecycle service,service,verified,backend,api-orders,manual-order,"Order lifecycle transition service for fill position and terminal state progression.",apps/api/src/modules/orders/orders.lifecycle.service.ts,,SOAR-FEATURE-MANUAL-ORDER,,SOAR-DB-ORDER;SOAR-DB-ORDER-FILL;SOAR-DB-POSITION;SOAR-DB-TRADE,SOAR-SERVICE-ORDERS,,SOAR-SERVICE-ORDERS,SOAR-DB-ORDER;SOAR-DB-ORDER-FILL;SOAR-DB-POSITION;SOAR-DB-TRADE,SOAR-TEST-ORDER-POSITIONS-E2E,SOAR-DOC-EXECUTION-LIFECYCLE,,critical,95,2026-05-23,verified_local,"Typed service view."
SOAR-WEB-POSITIONS-SERVICE,Web positions service,service,verified_local,frontend,web-positions,positions,"Web API helper for manual position parameter updates from runtime surfaces.",apps/web/src/features/positions/services/positions.service.ts,,SOAR-FEATURE-POSITIONS,,SOAR-API-POSITION-MANUAL-UPDATE,SOAR-COMP-RUNTIME-DATA-PRESENTERS,SOAR-COMP-RUNTIME-DATA-PRESENTERS,SOAR-API-POSITION-MANUAL-UPDATE,SOAR-DB-POSITION,SOAR-TEST-WEB-POSITIONS,SOAR-DOC-WEB-POSITIONS,,high,90,2026-05-12,verified_local,"Typed web service view."
SOAR-CONTROLLER-POSITIONS,Positions controller,controller,verified_local,backend,api-positions,positions,"Express controller for positions read status snapshot takeover repair management mode and manual update routes.",apps/api/src/modules/positions/positions.controller.ts,,SOAR-FEATURE-POSITIONS,SOAR-API-POSITION-LIST;SOAR-API-POSITION-GET;SOAR-API-POSITION-LIVE-STATUS;SOAR-API-POSITION-EXCHANGE-SNAPSHOT;SOAR-API-POSITION-TAKEOVER-STATUS;SOAR-API-POSITION-TAKEOVER-REBIND;SOAR-API-POSITION-ORPHAN-REPAIR;SOAR-API-POSITION-MANAGEMENT-MODE;SOAR-API-POSITION-MANUAL-UPDATE,SOAR-TYPES-POSITIONS;SOAR-SERVICE-POSITIONS;SOAR-SERVICE-LIVE-POSITION-RECONCILIATION,SOAR-FEATURE-POSITIONS,,SOAR-API-POSITION-LIST;SOAR-API-POSITION-EXCHANGE-SNAPSHOT;SOAR-API-POSITION-MANUAL-UPDATE,SOAR-DB-POSITION,SOAR-TEST-POSITIONS-SERVICE;SOAR-TEST-POSITIONS-SNAPSHOT;SOAR-TEST-POSITIONS-TAKEOVER-ORPHAN,SOAR-DOC-API-POSITIONS,,critical,90,2026-05-24,verified_local,"Typed controller view."
SOAR-SERVICE-POSITIONS,Positions service,service,verified_local,backend,api-positions,positions,"Position repository service for list get manual updates snapshots takeover status rebind and orphan repair.",apps/api/src/modules/positions/positions.service.ts,,SOAR-FEATURE-POSITIONS,,SOAR-DB-POSITION;SOAR-DB-ORDER;SOAR-DB-TRADE;SOAR-FEATURE-EXCHANGE-ADAPTER,SOAR-CONTROLLER-POSITIONS;SOAR-SERVICE-LIVE-POSITION-RECONCILIATION,,SOAR-CONTROLLER-POSITIONS,SOAR-DB-POSITION;SOAR-DB-ORDER;SOAR-DB-TRADE,SOAR-TEST-POSITIONS-SERVICE;SOAR-TEST-POSITIONS-SNAPSHOT;SOAR-TEST-POSITIONS-TAKEOVER-ORPHAN,SOAR-DOC-API-POSITIONS,,critical,90,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-LIVE-POSITION-RECONCILIATION,Live position reconciliation service,service,verified_local,backend,api-positions,positions,"LIVE exchange position reconciliation loop and service for imported recovered and missing exchange synced positions.",apps/api/src/modules/positions/livePositionReconciliation.service.ts,apps/api/src/modules/positions/livePositionReconciliationLoop.ts;apps/api/src/modules/positions/livePositionReconciliationContext.ts,SOAR-FEATURE-POSITIONS,,SOAR-SERVICE-POSITIONS;SOAR-FEATURE-EXCHANGE-ADAPTER;SOAR-SERVICE-RUNTIME-AUTOMATION;SOAR-DB-POSITION,SOAR-API-POSITION-LIVE-STATUS;SOAR-API-POSITION-ORPHAN-REPAIR,,SOAR-API-POSITION-LIVE-STATUS,SOAR-DB-POSITION;SOAR-DB-ORDER;SOAR-DB-TRADE,SOAR-TEST-POSITIONS-RECONCILIATION,SOAR-DOC-LIVE-POSITION-RESTART;SOAR-DOC-API-POSITIONS,,critical,90,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-POSITION-SNAPSHOT-NORMALIZATION,Position exchange snapshot normalization,service,verified_local,backend,api-positions,positions,"Normalization helpers and types for exchange position open-order and trade-history snapshots.",apps/api/src/modules/positions/positions.exchangeSnapshotNormalization.ts,apps/api/src/modules/positions/positions.exchangeSnapshot.types.ts,SOAR-FEATURE-POSITIONS,,SOAR-FEATURE-EXCHANGE-ADAPTER,SOAR-SERVICE-POSITIONS;SOAR-SERVICE-LIVE-POSITION-RECONCILIATION,,SOAR-API-POSITION-EXCHANGE-SNAPSHOT,SOAR-DB-POSITION,SOAR-TEST-POSITIONS-SNAPSHOT,SOAR-DOC-API-POSITIONS,,critical,90,2026-05-24,verified_local,"Typed service view."
SOAR-CONTROLLER-BOTS,Bots controller,controller,verified_local,backend,api-bots,bot-runtime,"Express controller for bot runtime graph aggregate session positions trades symbol stats and close command routes.",apps/api/src/modules/bots/bots.controller.ts,,SOAR-FEATURE-BOT-RUNTIME,SOAR-API-BOT-RUNTIME-GRAPH;SOAR-API-BOT-RUNTIME-AGGREGATE;SOAR-API-BOT-RUNTIME-SESSIONS;SOAR-API-BOT-RUNTIME-SESSION-GET;SOAR-API-BOT-RUNTIME-SYMBOL-STATS;SOAR-API-BOT-RUNTIME-POSITIONS;SOAR-API-BOT-RUNTIME-TRADES;SOAR-API-BOT-RUNTIME-CLOSE-POSITION,SOAR-TYPES-BOTS;SOAR-SERVICE-BOTS;SOAR-SERVICE-RUNTIME-AGGREGATE;SOAR-SERVICE-RUNTIME-POSITIONS-READ;SOAR-SERVICE-RUNTIME-POSITION-COMMAND,SOAR-FEATURE-BOT-RUNTIME,,SOAR-API-BOT-RUNTIME-AGGREGATE;SOAR-API-BOT-RUNTIME-POSITIONS;SOAR-API-BOT-RUNTIME-CLOSE-POSITION,SOAR-DB-RUNTIME-SESSION;SOAR-DB-POSITION;SOAR-DB-TRADE,SOAR-TEST-BOT-RUNTIME-API,SOAR-DOC-API-BOTS,,critical,90,2026-05-24,verified_local,"Typed controller view."
SOAR-SERVICE-BOTS,Bots service,service,verified_local,backend,api-bots,bot-runtime,"Bots domain service and runtime route facade.",apps/api/src/modules/bots/bots.service.ts,,SOAR-FEATURE-BOT-RUNTIME,,SOAR-DB-BOT;SOAR-DB-RUNTIME-SESSION,SOAR-CONTROLLER-BOTS,,SOAR-CONTROLLER-BOTS,SOAR-DB-BOT;SOAR-DB-RUNTIME-SESSION,SOAR-TEST-BOT-RUNTIME-API,SOAR-DOC-API-BOTS,,high,90,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-RUNTIME-AGGREGATE,Runtime monitoring aggregate service,service,verified_local,backend,api-bots,bot-runtime,"Aggregate runtime monitoring service combining sessions symbol stats positions trades and market truth state.",apps/api/src/modules/bots/runtimeMonitoringAggregateRead.service.ts,,SOAR-FEATURE-BOT-RUNTIME,,SOAR-SERVICE-RUNTIME-SESSIONS;SOAR-SERVICE-RUNTIME-POSITIONS-READ;SOAR-SERVICE-RUNTIME-SYMBOL-STATS;SOAR-SERVICE-RUNTIME-TRADES,SOAR-API-BOT-RUNTIME-AGGREGATE,,SOAR-API-BOT-RUNTIME-AGGREGATE,SOAR-DB-RUNTIME-SESSION;SOAR-DB-POSITION;SOAR-DB-ORDER;SOAR-DB-TRADE,SOAR-TEST-BOT-RUNTIME-API,SOAR-DOC-API-BOTS,,critical,90,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-RUNTIME-SESSIONS,Runtime sessions read service,service,verified_local,backend,api-bots,bot-runtime,"Runtime sessions list and detail read services.",apps/api/src/modules/bots/runtimeSessionsRead.service.ts,apps/api/src/modules/bots/runtimeSessionRead.service.ts,SOAR-FEATURE-BOT-RUNTIME,,SOAR-DB-RUNTIME-SESSION,SOAR-API-BOT-RUNTIME-SESSIONS;SOAR-SERVICE-RUNTIME-AGGREGATE,,SOAR-API-BOT-RUNTIME-SESSIONS;SOAR-API-BOT-RUNTIME-SESSION-GET,SOAR-DB-RUNTIME-SESSION,SOAR-TEST-BOT-RUNTIME-API,SOAR-DOC-API-BOTS,,high,90,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-RUNTIME-POSITIONS-READ,Runtime session positions read service,service,verified_local,backend,api-bots,bot-runtime,"Runtime positions read model for selected bot session and aggregate surfaces.",apps/api/src/modules/bots/runtimeSessionPositionsRead.service.ts,apps/api/src/modules/bots/runtimeSessionPositionsRead.repository.ts;apps/api/src/modules/bots/runtimePositionSerialization.service.ts,SOAR-FEATURE-BOT-RUNTIME,,SOAR-DB-POSITION;SOAR-SERVICE-RUNTIME-AUTOMATION;SOAR-SERVICE-LIVE-POSITION-RECONCILIATION,SOAR-API-BOT-RUNTIME-POSITIONS;SOAR-SERVICE-RUNTIME-AGGREGATE,,SOAR-API-BOT-RUNTIME-POSITIONS,SOAR-DB-POSITION;SOAR-DB-ORDER;SOAR-DB-TRADE,SOAR-TEST-BOT-RUNTIME-API;SOAR-TEST-POSITIONS-RECONCILIATION,SOAR-DOC-API-BOTS,,critical,90,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-RUNTIME-POSITION-COMMAND,Runtime session position command service,service,verified_local,backend,api-bots,bot-runtime,"Runtime close-position command service with ownership riskAck entitlement and exchange-backed fail-closed behavior.",apps/api/src/modules/bots/runtimeSessionPositionCommand.service.ts,,SOAR-FEATURE-BOT-RUNTIME,,SOAR-DB-POSITION;SOAR-SERVICE-ORDERS;SOAR-FEATURE-EXCHANGE-ADAPTER,SOAR-API-BOT-RUNTIME-CLOSE-POSITION,,SOAR-API-BOT-RUNTIME-CLOSE-POSITION,SOAR-DB-POSITION;SOAR-DB-ORDER,SOAR-TEST-BOT-RUNTIME-API,SOAR-DOC-API-BOTS,,critical,90,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-RUNTIME-SYMBOL-STATS,Runtime symbol stats read service,service,verified_local,backend,api-bots,bot-runtime,"Runtime symbol stats read model and enrichment service.",apps/api/src/modules/bots/runtimeSessionSymbolStatsRead.service.ts,apps/api/src/modules/bots/runtimeSymbolStatsReadModel.service.ts;apps/api/src/modules/bots/runtimeSymbolStatsEnrichment.service.ts,SOAR-FEATURE-BOT-RUNTIME,,SOAR-DB-RUNTIME-SESSION,SOAR-API-BOT-RUNTIME-SYMBOL-STATS;SOAR-SERVICE-RUNTIME-AGGREGATE,,SOAR-API-BOT-RUNTIME-SYMBOL-STATS,SOAR-DB-RUNTIME-SESSION,SOAR-TEST-BOT-RUNTIME-API,SOAR-DOC-API-BOTS,,high,90,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-RUNTIME-TRADES,Runtime trades read service,service,verified_local,backend,api-bots,bot-runtime,"Runtime trades read service and repository.",apps/api/src/modules/bots/runtimeSessionTradesRead.service.ts,apps/api/src/modules/bots/runtimeSessionTradesRead.repository.ts,SOAR-FEATURE-BOT-RUNTIME,,SOAR-DB-TRADE,SOAR-API-BOT-RUNTIME-TRADES;SOAR-SERVICE-RUNTIME-AGGREGATE,,SOAR-API-BOT-RUNTIME-TRADES,SOAR-DB-TRADE,SOAR-TEST-BOT-RUNTIME-API,SOAR-DOC-API-BOTS,,high,90,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-EXCHANGE-CAPABILITIES,Exchange broad capabilities contract,service,verified_local,backend,exchange,exchange-adapter,"Broad exchange capability matrix and fail-closed assertion helpers.",apps/api/src/modules/exchange/exchangeCapabilities.ts,,SOAR-FEATURE-EXCHANGE-ADAPTER,,SOAR-DOC-EXCHANGE-OWNERSHIP,SOAR-SERVICE-EXCHANGE-REGISTRY;SOAR-SERVICE-EXCHANGE-ADAPTER-BOUNDARY,,SOAR-SERVICE-EXCHANGE-ADAPTER-BOUNDARY,,SOAR-TEST-EXCHANGE-CAPABILITY-CONTRACTS,SOAR-DOC-EXCHANGE-OWNERSHIP,,critical,95,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-EXCHANGE-EXECUTION-CAPABILITY,Exchange exact execution capability contract,service,verified_local,backend,exchange,exchange-adapter,"Exact exchange marketType operation support matrix for authenticated reads and live submit/cancel operations.",apps/api/src/modules/exchange/exchangeExecutionCapabilityContract.service.ts,,SOAR-FEATURE-EXCHANGE-ADAPTER,,SOAR-DOC-EXCHANGE-OWNERSHIP,SOAR-SERVICE-EXCHANGE-ADAPTER-BOUNDARY;SOAR-SERVICE-POSITIONS;SOAR-SERVICE-RUNTIME-POSITION-COMMAND,,SOAR-SERVICE-EXCHANGE-ADAPTER-BOUNDARY,SOAR-DB-WALLET;SOAR-DB-POSITION,SOAR-TEST-EXCHANGE-CAPABILITY-CONTRACTS,SOAR-DOC-EXCHANGE-OWNERSHIP,,critical,95,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-EXCHANGE-AUTH-READ-CONTRACT,Exchange authenticated read contract,service,verified_local,backend,exchange,exchange-adapter,"Authenticated exchange read support contract for balance positions open orders trade history and wallet cashflow reads.",apps/api/src/modules/exchange/exchangeAuthenticatedReadContract.service.ts,,SOAR-FEATURE-EXCHANGE-ADAPTER,,SOAR-DOC-EXCHANGE-OWNERSHIP,SOAR-SERVICE-EXCHANGE-AUTH-READ;SOAR-SERVICE-POSITIONS,,SOAR-SERVICE-EXCHANGE-AUTH-READ,SOAR-DB-WALLET;SOAR-DB-POSITION,SOAR-TEST-EXCHANGE-AUTH-READ,SOAR-DOC-EXCHANGE-OWNERSHIP,,critical,95,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-EXCHANGE-AUTH-READ,Exchange authenticated read service,service,verified_local,backend,exchange,exchange-adapter,"Authenticated read boundary for positions open orders trade history balance preview and cashflow history.",apps/api/src/modules/exchange/exchangeAuthenticatedRead.service.ts,,SOAR-FEATURE-EXCHANGE-ADAPTER,,SOAR-SERVICE-EXCHANGE-AUTH-READ-CONTRACT;SOAR-SERVICE-EXCHANGE-CONNECTOR-FACTORY,SOAR-SERVICE-POSITIONS;SOAR-SERVICE-LIVE-POSITION-RECONCILIATION;SOAR-SERVICE-EXCHANGE-ADAPTER-BOUNDARY,,SOAR-API-POSITION-EXCHANGE-SNAPSHOT,SOAR-DB-WALLET;SOAR-DB-POSITION,SOAR-TEST-EXCHANGE-AUTH-READ,SOAR-DOC-EXCHANGE-OWNERSHIP,,critical,95,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-EXCHANGE-ADAPTER-BOUNDARY,Exchange adapter boundary service,service,verified_local,backend,exchange,exchange-adapter,"Exact operation boundary for supported exchange balance preview positions open orders trade history wallet cashflow and live cancel operations.",apps/api/src/modules/exchange/exchangeAdapterBoundary.service.ts,,SOAR-FEATURE-EXCHANGE-ADAPTER,,SOAR-SERVICE-EXCHANGE-EXECUTION-CAPABILITY;SOAR-SERVICE-EXCHANGE-AUTH-READ;SOAR-SERVICE-EXCHANGE-CONNECTOR-FACTORY,SOAR-SERVICE-ORDERS;SOAR-SERVICE-RUNTIME-POSITION-COMMAND;SOAR-SERVICE-POSITIONS,,SOAR-API-ORDER-CANCEL;SOAR-API-POSITION-EXCHANGE-SNAPSHOT,SOAR-DB-WALLET;SOAR-DB-POSITION;SOAR-DB-ORDER,SOAR-TEST-EXCHANGE-ADAPTER-BOUNDARY,SOAR-DOC-EXCHANGE-OWNERSHIP,,critical,95,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-LIVE-ORDER-ADAPTER,Live order adapter service,service,verified_local,backend,exchange,exchange-adapter,"LIVE order submit adapter with retry fill fee metadata and connector-owned execution.",apps/api/src/modules/exchange/liveOrderAdapter.service.ts,apps/api/src/modules/exchange/liveOrderAdapter.types.ts,SOAR-FEATURE-EXCHANGE-ADAPTER,,SOAR-SERVICE-EXCHANGE-CONNECTOR-FACTORY;SOAR-SERVICE-LIVE-FEE-RECONCILIATION,SOAR-SERVICE-ORDERS;SOAR-SERVICE-EXECUTION-ORCHESTRATOR,,SOAR-API-ORDER-OPEN,SOAR-DB-ORDER;SOAR-DB-ORDER-FILL,SOAR-TEST-LIVE-ORDER-ADAPTER,SOAR-DOC-EXCHANGE-OWNERSHIP,,critical,95,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-LIVE-FEE-RECONCILIATION,Live fee reconciliation service,service,verified_local,backend,exchange,exchange-adapter,"Reconciles live exchange fee and fill metadata after order execution.",apps/api/src/modules/exchange/liveFeeReconciliation.service.ts,,SOAR-FEATURE-EXCHANGE-ADAPTER,,SOAR-SERVICE-EXCHANGE-AUTH-READ,SOAR-SERVICE-LIVE-ORDER-ADAPTER;SOAR-SERVICE-ORDER-EXCHANGE-EVENTS,,SOAR-SERVICE-LIVE-ORDER-ADAPTER,SOAR-DB-ORDER-FILL;SOAR-DB-TRADE,SOAR-TEST-LIVE-FEE-RECONCILIATION,SOAR-DOC-EXCHANGE-OWNERSHIP,,critical,95,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-EXCHANGE-SYMBOL-RULES,Exchange symbol rules service,service,verified_local,backend,exchange,exchange-adapter,"Public symbol trading rules reader for min amount notional precision and market metadata.",apps/api/src/modules/exchange/exchangeSymbolRules.service.ts,,SOAR-FEATURE-EXCHANGE-ADAPTER,,SOAR-SERVICE-EXCHANGE-PUBLIC-READ;SOAR-SERVICE-EXCHANGE-MARKET-CATALOG,SOAR-SERVICE-MANUAL-CONTEXT;SOAR-SERVICE-PRETRADE;SOAR-SERVICE-ORDER-QUANTITY-RULES,,SOAR-API-MANUAL-CONTEXT;SOAR-API-ORDER-OPEN,,SOAR-TEST-EXCHANGE-SYMBOL-RULES,SOAR-DOC-EXCHANGE-OWNERSHIP,,critical,95,2026-05-24,verified_local,"Typed service view."
